trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
88,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,840 patients with stage IB-IIIA NSCLC from 101 centres in 14 countries were randomly assigned to observation (n=433) or to 30 mg/m(2) vinorelbine plus 100 mg/m(2) cisplatin (n=407).,b63664706fb59899ae2ce5dda6f04bdf65982d18,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
89,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"histopathologically diagnosed with undifferentiated or differentiated, non-keratinising, locally recurrent NPC with tumours confined to the nasopharyngeal cavity, the post-naris or nasal septum, the superficial parapharyngeal space, or the base wall of the sphenoid sinus",6066226c122c0b9b37ac9622c8c2759dbd45608e,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
90,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"To determine if the addition of celecoxib to adjuvant chemotherapy with fluorouracil, leucovorin, and oxaliplatin (FOLFOX) improves disease-free survival in patients with stage III colon cancer.",49ff2f8d949d4746f41ca8d1a792d27bbe3dee1c,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
91,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"Sentinel-lymph-node biopsy is associated with increased melanoma-specific survival (i.e., survival until death from melanoma) among patients with node-positive intermediate-thickness melanomas (1.2 to 3.5 mm).",dd2ce66947ca9e027a74abf5aab423fca1f3744c,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
92,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,"Eligible patients (aged ≥18 years) had histologically confirmed epithelial ovarian, primary peritoneal, or fallopian tube carcinoma with first disease recurrence more than 6 months after first-line platinum-based chemotherapy",efb5c3a90dacb2bf43619b9c28e38d5779aa313f,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
93,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"adult patients (aged ≥18 years) who had hormone receptor-positive, HER2-negative, node-positive, early breast cancer at a high risk of recurrence",c37659491a000415239367e1978caf776dc39280,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
94,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,comparing atezolizumab plus bevacizumab versus sunitinib in first-line metastatic renal cell carcinoma,2a9315e96c1d5e7fed9a565a224f05cb302f1a14,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
95,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,Eligibility criteria included at least one radiologically confirmed bone metastasis from a histologically confirmed breast cancer.,bb6dc179cfb7920a2b89f8bbae2243766fd6d536,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
96,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,men with radiographically documented metastatic castration-resistant prostate cancer that had progressed after docetaxel treatment,7ad600db6616635fc16a44ff62e3125d220e6c0e,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
97,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"we randomly assigned, in a 1:1 ratio, 559 patients with untreated metastatic, squamous NSCLC",0b402dc18bfbf2b3abe6d6e47c3cc9b7ada85791,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
98,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"we randomly assigned 322 patients who had metastatic melanoma with a V600E or V600K BRAF mutation to receive either trametinib, an oral selective MEK inhibitor, or chemotherapy",dcbe702f34b4ba40177de4b6f4df1dd179f0d943,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
99,anthropic,claude-opus-4-5-20251101,evidence_required,1,NEITHER,"Individuals aged 30 to 64 years with female sex, a primary care clinician, and no hysterectomy were identified through electronic health records (EHRs) and enrolled",b7e8d2cdc9533f4eb4de4a221f8b6dc7bd9167f1,True,NEITHER,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
100,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"Adults with rectal cancer that had been clinically staged as T2 node-positive, T3 node-negative, or T3 node-positive who were candidates for sphincter-sparing surgery were eligible to participate.",2bb4c508e081004e847881868ce95d43864f22fb,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
101,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,locoregionally advanced nasopharyngeal carcinoma,2edcecb4d1b79b8fa4d89eb6411cb292d075cebd,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
102,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"Randomization was stratified according to programmed death ligand 1 (PD-L1) status, BRAF mutation status, and metastasis stage.",9a226940bcf144b135766bfa4bf9bf3e09e0a381,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
103,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,To evaluate the safety and efficacy of adjuvant girentuximab on disease-free survival (DFS) and overall survival (OS) in patients with localized completely resected high-risk ccRCC.,e17cfaf030de1c203c1c5a45a0f85f9ffc6a7796,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
104,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,Eligible patients had pathological stage high-grade T1b or greater with completely resected non-metastatic renal-cell carcinoma,fa08345d653fe100e478be37169783281485351b,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
105,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,"Randomisation was done via the minimisation method with biased-coin balancing for Eastern Cooperative Oncology Group performance status, disease stage at enrolment, and institution.",0cb6744cc662dde9e8f633cc0a52e5bbc16eee32,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
106,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,Eligible patients had newly diagnosed metastatic prostate cancer.,cdfbb7de98552d07161d0a6e5601da1211c79bc4,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
107,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients with BRCA1 or BRCA2 germline mutation-associated early breast cancer,925a41b4143b75a761a76d588e6b8fbc0d961442,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
108,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"patients with advanced cancer, aged at least 18 years, admitted to the palliative and supportive care unit at the University of Texas MD Anderson Cancer Center (Houston, TX, USA), with refractory agitation",c39b3f6f7eb39a439e7f57b846d303f827a00ac0,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
109,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,"Eligible patients were aged at least 18 years with histologically confirmed, locally advanced, unresectable, or metastatic cutaneous melanoma, or unknown primary melanoma",6f23b4ecc422bab373dea947e4bb3946b5ac0614,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
110,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"patients with histologically proven, HER2-positive metastatic breast cancer, without previous chemotherapy for metastatic disease",42edce59222b2d92f7594e370656ad2a9f95330c,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
111,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,Patients aged 18 years or older with previously untreated unresectable stage IIIc or stage IV melanoma and an Eastern Cooperative Oncology Group performance status of 0 or 1 were eligible for inclusion.,271c2d9f63fff90efc8728cb816095315591e6e1,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
112,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,histologically confirmed locally advanced unresectable (M0) or metastatic (M1) adenocarcinoma of the stomach or gastro-oesophageal junction,7764aacefa5c6343a21be2968247573405ba770c,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
113,anthropic,claude-opus-4-5-20251101,evidence_required,1,NEITHER,"we randomly assigned, in a 1:1 ratio, 386 participants who had had at least two nonmelanoma skin cancers in the previous 5 years to receive 500 mg of nicotinamide twice daily or placebo for 12 months",8d9b12c4a7e614356b0e109df4cf4ab5cfd9b92a,True,NEITHER,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
114,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients with squamous-cell carcinoma of the head and neck who have advanced nodal disease (stage N2 or N3) and who have received chemoradiotherapy for primary treatment,4864296f7ae844ff2919e93269293aa144b83745,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
115,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,we randomly assigned patients with unresectable stage IIIC or IV melanoma in a 1:1 ratio to receive TIL or anti-cytotoxic T-lymphocyte antigen 4 therapy,2f7ab902b18cc5cdd9667c868b8ed71e403d9958,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
116,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"Patients with advanced, unresectable, American Joint Committee on Cancer stage IIIC or stage IV NRAS-mutant melanoma",4e9d1b2e87d328e571dc9c7e55c1d887aef3d569,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
117,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,We compared letrozole with tamoxifen as adjuvant treatment for steroid-hormone-receptor-positive breast cancer in postmenopausal women.,1e5a0d07bcab51fdb16ae60707f07703b41de616,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
118,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"Eligible patients were aged 18-75 years with locoregionally advanced, squamous cell carcinoma of the head and neck (characterised as non-metastatic, measurable stage III, IVa, or IVb [limited to T ≥2, N0-3, and M0] disease)",666abb58c43dc6cbad55d9584c2ff02bb0c5a432,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
119,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients with palpable T1-T2 invasive breast cancer were recruited,8e7d379bc116332307e54f6cef9d8d517b082952,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
120,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,"patients with previously untreated, histologically documented, locally advanced or metastatic triple-negative breast cancer",a5ce4ad3a274bfe8aa55aadfaa00d7624f32c56d,False,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
122,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients with FIGO (International Federation of Gynecology and Obstetrics) stage IB to IIA cervical cancer with adverse pathological factors,bcec87f427a1c6e6a336726d281fb67543d3cf78,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
123,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"Eligible patients were aged 18 years or older with untreated, locally advanced, resectable gastric or gastro-oesophageal adenocarcinoma",d57a0e70cd847b04f4eb56ebbf449fa9bc55841a,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
124,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"Adults (aged ≥18 years) with locally advanced soft-tissue sarcoma of the extremity or trunk wall, of any histological grade, and requiring preoperative radiotherapy were included.",f01be5f907ffb3968529022574e3b780796c8912,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
125,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,Eligible patients were aged 18 years or older with recurrent low-grade serous carcinoma and measurable disease,fbb28621ca792d0faff6a84d142934f1380805f2,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
126,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,Eligible adult participants (aged ≥18 years) had primary stage IVB or recurrent or persistent carcinoma of the cervix with measurable disease,2013657070185ba51f4157a780dc6214d4a149b4,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
127,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients aged 18 to 70 years with resectable stage IIIA or IIIB (T3N2) NSCLC were enrolled,f6ae1a7979a85cbb3361ae4ed55a331be7d7d488,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
128,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"T1-4, N0-3, M0 oropharyngeal or hypopharyngeal cancer",62a9896c1da9a80e07fb82397217a16d1d84584a,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
129,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,Eligible patients were aged 18-80 years with stage IV melanoma with no evidence of disease after surgery or radiotherapy.,de6ab41b9a72e031f23e734d3b3eec4e3d6f64da,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
130,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,We randomly assigned patients with stage III ovarian carcinoma or primary peritoneal carcinoma with no residual mass greater than 1.0 cm,4296d5fb72270e8341ca5ee07edb61cf79b35b50,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
131,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,Eligibility criteria included ERBB2-negative metastatic breast cancer,b7095452191b73c0bf384af62dfbd1c39d7a3c31,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
132,anthropic,claude-opus-4-5-20251101,evidence_required,1,NEITHER,patients with active rheumatoid arthritis despite methotrexate treatment who were 50 years of age or older and had at least one additional cardiovascular risk factor,91bd9ce646c85b4c45e39bd471eb05419d1cc62e,True,NEITHER,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
133,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,patients with stage IV melanoma with no evidence of disease after surgery or radiotherapy,f85f0257d1ab124153605d0bbffc6c0db04db633,False,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
134,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,patients with untreated stage IV or recurrent NSCLC,0c85b8487b0acb5a3977724399f64a26805c26c5,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
135,anthropic,claude-opus-4-5-20251101,evidence_required,1,BOTH,"Among patients with high-risk relapsed metastatic neuroblastoma, oral β-glucan adjuvant during GD2/GD3 ganglioside vaccine boost has stimulated IgG antibody response",8deda0b2488b04e6850c168c5df2fc2cd550ea0f,True,BOTH,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
136,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,All patients starting adjuvant or neoadjuvant chemotherapy for early stage breast cancer at each centre.,a6faddd453e53720422bf2bb801ad8dfcd687277,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
138,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,adults aged 18 years or older with histologically or cytologically confirmed advanced or metastatic adenocarcinoma of the colon or rectum that was refractory to previous standard therapy,af633a6944eb57692b1eedaba57650900c92a1b9,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
139,anthropic,claude-opus-4-5-20251101,evidence_required,1,LOCALIZED,"523 patients with curable stage T2b, T3, or T4 gastric cancer were randomly assigned during surgery to D2 lymphadenectomy alone (263 patients) or to D2 lymphadenectomy plus PAND (260 patients)",490954a6e6f8f512ac272d794f2793653b2bb8ac,True,LOCALIZED,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
140,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,"We evaluated whether abiraterone acetate, an inhibitor of androgen biosynthesis, prolongs overall survival among patients with metastatic castration-resistant prostate cancer who have received chemotherapy.",32be2eebc0a9c19551555f1b28d74de10592d571,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
141,anthropic,claude-opus-4-5-20251101,evidence_required,1,METASTATIC,Eligible patients (n = 686) had metastatic cancer with spinal cord or cauda equina compression,187b46812f1d8adc55b45569e5fa26ef2e61a69a,True,METASTATIC,anthropic,claude-opus-4-5-20251101,VERDICT: SUPPORTED,SUPPORTED,True,True
